date,fundvalue,benchmarkvalue,timing_position_ratio,alpha_position_ratio,alpha_stock,deposit,cash
2008-10-14,1.0929210891365995,0.7226678225607114,0.0,0.5331435249940406,9697290.7659477182,986656.1975097656,11174474.819274507
2008-10-15,1.0951732053101675,0.7145538762453028,0.0,0.5429714545081376,9924211.065438835,976323.5925292969,11002929.448235219
2008-10-16,1.0970393177273274,0.6842009106247918,0.0,0.5590204227718906,10256419.68243886,983286.0131835938,10701080.658924092
2008-10-17,1.0960764778127996,0.6916198875869161,0.0,0.5398494191912688,9858513.2667778134,989960.4052734375,11073055.884204742
2008-10-20,1.0937427121150702,0.7071528108644488,0.0,0.5630977274766759,10266769.566609381,1024234.189453125,10583850.486238901
2008-10-21,1.0984176592727557,0.7016073853031893,0.0,0.5600033462493296,10260354.433622682,1015961.4184570312,10692037.333375402
2008-10-22,1.1030764613679969,0.6791426800740823,0.0,0.5493648502720787,10118032.663423261,989992.7709960938,10953503.792940583
2008-10-23,1.1033389406978145,0.6718849073433901,0.0,0.5477975616660876,10088496.738445295,990781.2158203125,10987500.859690681
2008-10-24,1.1124381100788185,0.6590100627263576,0.0,0.5280971665139262,9806767.5366165619,962063.9868164062,11479930.678143403
2008-10-27,1.1133092524982404,0.6173584716405934,0.0,0.5196930405956414,9662199.532756906,943161.9250488281,11660823.592159074
2008-10-28,1.101602101713314,0.6347219585239424,0.0,0.5897278376682838,10834765.401929528,1074666.5661621094,10122610.066174639
2008-10-29,1.0972690974745907,0.6160903316866619,0.0,0.5344014659777648,9757011.1843895726,994931.982421875,11193438.782680368
2008-10-30,1.0839129032547627,0.6317808768793727,0.0,0.548585179261032,9885250.0601812564,1018596.0205078125,10774411.984406188
2008-10-31,1.0848733948132492,0.6193072516827931,0.0,0.5543727629409578,10027535.641788488,998196.0205078125,10671736.233968681
2008-11-03,1.0790613375480091,0.6160760024216458,0.0,0.5507827562064607,9949136.1181316599,942517.822265625,10689572.810562897
2008-11-04,1.0766509865927238,0.611393915077611,0.0,0.5534561365891838,9946296.2763922401,976656.005859375,10610067.449602859
2008-11-05,1.076141446534659,0.6307061820031596,0.0,0.5719964302127539,10269208.445517359,1014852.0263671875,10238768.458808631
2008-11-06,1.0783508925605252,0.6153416275895669,0.0,0.5489822292435877,9908668.1103587057,940374.6166992188,10717975.124152582
2008-11-07,1.0818336709623564,0.6260849940354435,0.0,0.582787898114373,10548084.955052132,1006697.9736328125,10081890.490562182
2008-11-10,1.0850810049212707,0.6716126513080828,0.0,0.5713835678623972,10339088.359257994,1026951.9250488281,10335579.814118592
2008-11-11,1.0904343688446168,0.660439406911721,0.0,0.5358467206921222,9749253.837652361,961934.3920898438,11097499.147150133
2008-11-12,1.1017511588610527,0.6659919971054885,0.0,0.5765891708873757,10616471.249866571,1027037.3693847656,10391514.557969714
2008-11-13,1.1093026909509063,0.6905308634456867,0.0,0.59202960976909,10969613.827125598,1068225.5749511719,10148214.416941354
2008-11-14,1.1195358801793232,0.711605629968225,0.0,0.5668041438410677,10583255.007367596,1049571.0131835938,10757891.583035275
2008-11-17,1.135650240774484,0.7273857330672867,0.0,0.5827511483588752,11057204.954049226,1073104.189453125,10582695.671987331
2008-11-18,1.139354069139089,0.6815105911180052,0.0,0.4983486068878139,9470547.35412829,938308.1726074219,12378225.856046069
2008-11-19,1.1432140502952157,0.722721557304522,0.0,0.5939355774332323,11333280.656686401,1113301.2194824219,10417699.12973549
2008-11-20,1.1511904550454448,0.7106455692121413,0.0,0.5606176605275575,10785492.514164297,1043512.2290039062,11194804.357740693
2008-11-21,1.1465938335205683,0.7054977807550807,0.0,0.5551287565784231,10629949.624844225,1037199.5947265625,11264727.450840579
2008-11-24,1.1468039924665896,0.6795868872895837,0.0,0.5195582631556213,9931185.6383702848,992325.6079101562,12012568.603051351
2008-11-25,1.1441686168310157,0.6765992355337115,0.0,0.5384583287206323,10251088.274184452,1045545.322265625,11586738.740170235
