date,cash,,1000000
2009/6/2,12069404.07,12.06940407,
2009/6/3,12211862.1,12.2118621,
2009/6/4,12588370.12,12.58837012,
2009/6/5,12099917.93,12.09991793,
2009/6/8,11682699.71,11.68269971,
2009/6/9,11550413.24,11.55041324,
2009/6/10,11926922.91,11.92692291,
2009/6/11,11591115.18,11.59111518,
2009/6/12,11703056.04,11.70305604,
2009/6/15,11896403.27,11.89640327,
2009/6/16,11886226.94,11.88622694,
2009/6/17,11886226.94,11.88622694,
2009/6/18,12054893.69,12.05489369,
2009/6/19,12164023.95,12.16402395,
2009/6/22,11826698.17,11.82669817,
2009/6/23,12203715.59,12.20371559,
2009/6/24,12302930.2,12.3029302,
2009/6/25,12044965.95,12.04496595,
2009/6/26,11995353.81,11.99535381,
2009/6/29,12679940.37,12.67994037,
2009/6/30,12144170.08,12.14417008,
2009/7/1,12164014.29,12.16401429,
2009/7/2,11965585.08,11.96558508,
2009/7/3,11856449.18,11.85644918,
2009/7/6,11548886.49,11.54888649,
2009/7/7,11628260.91,11.62826091,
2009/7/8,11975509.6,11.9755096,
2009/7/9,12084651.95,12.08465195,
2009/7/10,12154101.04,12.15410104,
2009/7/13,12203713.98,12.20371398,
2009/7/14,12302928.59,12.30292859,
2009/7/15,12580736.24,12.58073624,
2009/7/16,12164031.2,12.1640312,
2009/7/17,12124341.17,12.12434117,
2009/7/20,12580729.8,12.5807298,
2009/7/21,13840771.85,13.84077185,
2009/7/22,14128504.83,14.12850483,
2009/7/23,13801094.71,13.80109471,
2009/7/24,13493527.99,13.49352799,
2009/7/27,13920158.35,13.92015835,
2009/7/28,13850713.28,13.85071328,
2009/7/29,12699803.1,12.6998031,
2009/7/30,13027215.24,13.02721524,
2009/7/31,13476069.05,13.47606905,
2009/8/3,13924921.82,13.92492182,
2009/8/4,14414584.2,14.4145842,
2009/8/5,14628810.04,14.62881004,
2009/8/6,14628815.6,14.6288156,
2009/8/7,14628815.6,14.6288156,
2009/8/10,14628815.6,14.6288156,
2009/8/11,14628815.6,14.6288156,
2009/8/12,14628815.6,14.6288156,
2009/8/13,14628815.6,14.6288156,
2009/8/14,14628815.6,14.6288156,
2009/8/17,14628815.6,14.6288156,
2009/8/18,14628815.6,14.6288156,
2009/8/19,14628815.6,14.6288156,
2009/8/20,14628815.6,14.6288156,
2009/8/21,14628815.6,14.6288156,
2009/8/24,14628815.6,14.6288156,
2009/8/25,14628815.6,14.6288156,
2009/8/26,14628815.6,14.6288156,
2009/8/27,14628815.6,14.6288156,
2009/8/28,14628815.6,14.6288156,
2009/8/31,14628815.6,14.6288156,
2009/9/1,14628815.6,14.6288156,
2009/9/2,14628815.6,14.6288156,
2009/9/3,14628815.6,14.6288156,
2009/9/4,14628815.6,14.6288156,
2009/9/7,14628815.6,14.6288156,
2009/9/8,14885218.89,14.88521889,
2009/9/9,14966193.81,14.96619381,
2009/9/10,14723280.01,14.72328001,
2009/9/11,14804257.12,14.80425712,
2009/9/14,15317065.03,15.31706503,
2009/9/15,15344054.12,15.34405412,
2009/9/16,15640939.51,15.64093951,
2009/9/17,16194228.86,16.19422886,
2009/9/18,15411527.92,15.41152792,
2009/9/21,15438511.53,15.43851153,
2009/9/22,14939192.68,14.93919268,
2009/9/23,14277938.24,14.27793824,
2009/9/24,14264446.98,14.26444698,
2009/9/25,14264446.98,14.26444698,
2009/9/28,14264446.98,14.26444698,
2009/9/30,14264446.98,14.26444698,
2009/10/9,14264446.98,14.26444698,
2009/10/12,14565155.84,14.56515584,
2009/10/13,14748191.27,14.74819127,
2009/10/14,14682814.42,14.68281442,
2009/10/15,14813559.63,14.81355963,
2009/10/19,15349603.71,15.34960371,
2009/10/20,15205782.5,15.2057825,
2009/10/21,15035815.65,15.03581565,
2009/10/22,15101191.44,15.10119144,
2009/10/23,15454201.15,15.45420115,
2009/10/26,15127338.14,15.12733814,
2009/10/27,14264438.47,14.26443847,
2009/10/28,14499781.11,14.49978111,
2009/10/29,13950659.96,13.95065996,
2009/10/30,14068331.28,14.06833128,
2009/11/2,14355962.03,14.35596203,
2009/11/3,14826637.76,14.82663776,
2009/11/4,14957376.59,14.95737659,
2009/11/5,15166564.04,15.16656404,
2009/11/6,16683179.11,16.68317911,
2009/11/9,16068686.42,16.06868642,
2009/11/10,15977160.74,15.97716074,
2009/11/11,16748549.59,16.74854959,
2009/11/12,17206141.88,17.20614188,
2009/11/13,17572228.67,17.57222867,
2009/11/16,18029835.82,18.02983582,
2009/11/17,17768352.84,17.76835284,
2009/11/18,17729121.64,17.72912164,
2009/11/19,17676821.86,17.67682186,
2009/11/20,18134429.01,18.13442901,
2009/11/23,18003683.81,18.00368381,
2009/11/24,16722409.25,16.72240925,
2009/11/25,17506868.8,17.5068688,
2009/11/26,18108291.06,18.10829106,
2009/11/27,18108291.06,18.10829106,
2009/11/30,18108291.06,18.10829106,
2009/12/1,18108291.06,18.10829106,
2009/12/2,18108291.06,18.10829106,
2009/12/3,18108291.06,18.10829106,
2009/12/4,18108291.06,18.10829106,
2009/12/7,18108291.06,18.10829106,
2009/12/8,18108291.06,18.10829106,
2009/12/9,18108291.06,18.10829106,
2009/12/10,18108291.06,18.10829106,
2009/12/11,18108291.06,18.10829106,
2009/12/14,18108291.06,18.10829106,
2009/12/15,18108291.06,18.10829106,
2009/12/16,18108291.06,18.10829106,
2009/12/17,18108291.06,18.10829106,
2009/12/18,18108291.06,18.10829106,
2009/12/21,18108291.06,18.10829106,
2009/12/22,18108291.06,18.10829106,
2009/12/23,18108291.06,18.10829106,
2009/12/24,18108291.06,18.10829106,
2009/12/25,18108291.06,18.10829106,
2009/12/28,18108291.06,18.10829106,
2009/12/29,18108291.06,18.10829106,
2009/12/30,17429855.73,17.42985573,
2009/12/31,17454519.31,17.45451931,
2010/1/4,17479180.89,17.47918089,
2010/1/5,17479180.89,17.47918089,
2010/1/6,17590191.04,17.59019104,
2010/1/8,17491508.68,17.49150868,
2010/1/11,17442167.5,17.4421675,
2010/1/12,17812215.34,17.81221534,
2010/1/13,17614846.16,17.61484616,
2010/1/14,17614846.16,17.61484616,
2010/1/15,17614846.16,17.61484616,
2010/1/18,17326281.82,17.32628182,
2010/1/19,17314740.52,17.31474052,
2010/1/20,17314741.96,17.31474196,
2010/1/21,17314741.96,17.31474196,
2010/1/22,17314741.96,17.31474196,
2010/1/25,17314741.96,17.31474196,
2010/1/26,17314741.96,17.31474196,
2010/1/27,17314741.96,17.31474196,
2010/1/28,17314741.96,17.31474196,
2010/1/29,17314741.96,17.31474196,
2010/2/1,17314741.96,17.31474196,
2010/2/2,17314741.96,17.31474196,
2010/2/3,17314741.96,17.31474196,
2010/2/4,17314741.96,17.31474196,
2010/2/5,17314741.96,17.31474196,
2010/2/8,17314741.96,17.31474196,
2010/2/9,17314741.96,17.31474196,
2010/2/10,17314741.96,17.31474196,
2010/2/11,17314741.96,17.31474196,
2010/2/12,17289317.94,17.28931794,
2010/2/22,17581704.76,17.58170476,
2010/2/23,17721545.79,17.72154579,
2010/2/24,18013924.35,18.01392435,
2010/2/25,18115628.42,18.11562842,
2010/2/26,17950365.5,17.9503655,
2010/3/1,18052067.5,18.0520675,
2010/3/2,17924947.74,17.92494774,
2010/3/3,18306325.61,18.30632561,
2010/3/4,17263922.88,17.26392288,
2010/3/5,17098659.95,17.09865995,
2010/3/8,17263914.62,17.26391462,
2010/3/9,17327477.6,17.3274776,
2010/3/10,17263922.88,17.26392288,
2010/3/11,17187653.08,17.18765308,
2010/3/12,17263929.07,17.26392907,
2010/3/15,17352911.08,17.35291108,
2010/3/16,17352911.08,17.35291108,
2010/3/17,17584101.38,17.58410138,
2010/3/18,17763911.49,17.76391149,
2010/3/19,17725381.8,17.7253818,
2010/3/22,17918049.04,17.91804904,
2010/3/23,17879506.83,17.87950683,
2010/3/24,18187756.91,18.18775691,
2010/3/25,17982261.72,17.98226172,
2010/3/26,18110703.77,18.11070377,
2010/3/29,18226299.11,18.22629911,
2010/3/30,17584103.47,17.58410347,
2010/3/31,17558414.22,17.55841422,
2010/4/1,17918049.04,17.91804904,
2010/4/2,17982263.81,17.98226381,
2010/4/6,18072169.91,18.07216991,
2010/4/7,17995114.69,17.99511469,
2010/4/8,18457500.22,18.45750022,
2010/4/9,18534555.44,18.53455544,
2010/4/12,18508868.28,18.50886828,
2010/4/13,18085012.44,18.08501244,
2010/4/14,18007957.22,18.00795722,
2010/4/15,17725385.97,17.72538597,
2010/4/16,17905202.33,17.90520233,
2010/4/19,17751078.75,17.75107875,
2010/4/20,17751078.75,17.75107875,
2010/4/21,17751078.75,17.75107875,
2010/4/22,17751078.75,17.75107875,
2010/4/26,17751078.75,17.75107875,
2010/4/27,17751078.75,17.75107875,
2010/4/28,17751078.75,17.75107875,
2010/4/29,17751078.75,17.75107875,
2010/4/30,17751078.75,17.75107875,
2010/5/4,17751078.75,17.75107875,
2010/5/5,17751078.75,17.75107875,
2010/5/6,17751078.75,17.75107875,
2010/5/7,17751078.75,17.75107875,
2010/5/10,17751078.75,17.75107875,
2010/5/11,17751078.75,17.75107875,
2010/5/12,17751078.75,17.75107875,
2010/5/13,17751078.75,17.75107875,
2010/5/14,17751078.75,17.75107875,
2010/5/17,17751078.75,17.75107875,
2010/5/18,17751078.75,17.75107875,
2010/5/19,17751078.75,17.75107875,
2010/5/20,17751078.75,17.75107875,
2010/5/21,17751078.75,17.75107875,
2010/5/24,17751078.75,17.75107875,
2010/5/25,17367272.41,17.36727241,
2010/5/26,17591151.61,17.59115161,
2010/5/27,18070913.68,18.07091368,
2010/5/28,17910986.07,17.91098607,
2010/5/31,17447219.35,17.44721935,
2010/6/1,17543177.21,17.54317721,
2010/6/2,17687100.39,17.68710039,
2010/6/3,17415235.12,17.41523512,
2010/6/4,17463213.41,17.46321341,
2010/6/7,17319282.45,17.31928245,
2010/6/8,17719078.12,17.71907812,
2010/6/9,17942957.32,17.94295732,
2010/6/10,17878992.76,17.87899276,
2010/6/11,18038917.78,18.03891778,
2010/6/17,17831020.96,17.83102096,
2010/6/18,16951474.89,16.95147489,
2010/6/21,17815030.8,17.8150308,
2010/6/22,18342760.78,18.34276078,
2010/6/23,18438713.45,18.43871345,
2010/6/24,18598629.39,18.59862939,
2010/6/25,18694579.47,18.69457947,
2010/6/28,18390739.06,18.39073906,
2010/6/29,17735074.78,17.73507478,
2010/6/30,17463209.24,17.46320924,
2010/7/1,17463209.24,17.46320924,
2010/7/2,17463209.24,17.46320924,
2010/7/5,17463209.24,17.46320924,
2010/7/6,17463209.24,17.46320924,
2010/7/7,17463209.24,17.46320924,
2010/7/8,17463209.24,17.46320924,
2010/7/9,18080584.93,18.08058493,
2010/7/12,18345171.89,18.34517189,
2010/7/13,17886551.91,17.88655191,
2010/7/14,18856718.43,18.85671843,
2010/7/15,18204059.7,18.2040597,
2010/7/16,18292258.22,18.29225822,
2010/7/19,19191856.47,19.19185647,
2010/7/20,19526997.39,19.52699739,
2010/7/21,19262410.42,19.26241042,
2010/7/22,19562282.23,19.56228223,
2010/7/23,21343849.92,21.34384992,
2010/7/26,21255658.56,21.25565856,
2010/7/27,21308585.12,21.30858512,
2010/7/28,21573169.22,21.57316922,
2010/7/29,21379143.36,21.37914336,
2010/7/30,20955801.07,20.95580107,
2010/8/2,21520256.98,21.52025698,
2010/8/3,20991080.19,20.99108019,
2010/8/4,21079284.43,21.07928443,
2010/8/5,21220408.07,21.22040807,
2010/8/6,21432079.93,21.43207993,
2010/8/9,21537907.28,21.53790728,
2010/8/10,21026369.33,21.02636933,
2010/8/11,20567746.48,20.56774648,
2010/8/12,20373706.53,20.37370653,
2010/8/13,20373706.53,20.37370653,
2010/8/16,20373706.53,20.37370653,
2010/8/17,20322900.7,20.3229007,
2010/8/18,20526124.9,20.5261249,
2010/8/19,20322900.7,20.3229007,
2010/8/20,20153553.38,20.15355338,
2010/8/23,20153557.37,20.15355737,
2010/8/24,20153557.37,20.15355737,
2010/8/25,20153557.37,20.15355737,
2010/8/26,20153557.37,20.15355737,
2010/8/27,20153557.37,20.15355737,
2010/8/30,20153557.37,20.15355737,
2010/8/31,20153557.37,20.15355737,
2010/9/1,20153557.37,20.15355737,
2010/9/2,20153557.37,20.15355737,
2010/9/3,20153557.37,20.15355737,
2010/9/6,20105305.45,20.10530545,
2010/9/7,20796924.26,20.79692426,
2010/9/8,20973841.07,20.97384107,
2010/9/9,19976626.69,19.97662669,
2010/9/10,19992707.78,19.99270778,
2010/9/13,20250049.64,20.25004964,
2010/9/14,20298305.97,20.29830597,
2010/9/15,20266143,20.266143,
2010/9/16,20266143,20.266143,
2010/9/17,20266143,20.266143,
2010/9/20,20266143,20.266143,
2010/9/21,20266143,20.266143,
2010/9/27,20266143,20.266143,
2010/9/28,20266143,20.266143,
2010/9/29,20266143,20.266143,
2010/9/30,20266143,20.266143,
2010/10/8,20552048.06,20.55204806,
2010/10/11,20854771.32,20.85477132,
2010/10/12,19997056.77,19.99705677,
2010/10/13,20821133.59,20.82113359,
2010/10/14,19845688.32,19.84568832,
2010/10/15,19492504.35,19.49250435,
2010/10/18,18567512.96,18.56751296,
2010/10/19,19156140.62,19.15614062,
2010/10/20,18802968.93,18.80296893,
2010/10/21,19088880.15,19.08888015,
2010/10/22,19273883.62,19.27388362,
2010/10/25,19627067.59,19.62706759,
2010/10/26,19442066.85,19.44206685,
2010/10/27,19341167.29,19.34116729,
2010/10/28,19156172.01,19.15617201,
2010/10/29,19206629.98,19.20662998,
2010/11/1,19475727.79,19.47572779,
2010/11/2,19593453.05,19.59345305,
2010/11/3,19643912.01,19.64391201,
2010/11/4,19643912.01,19.64391201,
2010/11/5,19894040.83,19.89404083,
2010/11/8,20160850.19,20.16085019,
2010/11/9,20094141.76,20.09414176,
2010/11/10,20661100.48,20.66110048,
2010/11/11,20260905.39,20.26090539,
2010/11/12,20561052.02,20.56105202,
2010/11/15,20561052.02,20.56105202,
2010/11/16,20561052.02,20.56105202,
2010/11/17,20561052.02,20.56105202,
2010/11/18,20561052.02,20.56105202,
2010/11/19,20561052.02,20.56105202,
2010/11/22,20561052.02,20.56105202,
2010/11/23,20561052.02,20.56105202,
2010/11/24,20561052.02,20.56105202,
2010/11/25,20561052.02,20.56105202,
2010/11/26,20561052.02,20.56105202,
2010/11/29,20561052.02,20.56105202,
2010/11/30,20561052.02,20.56105202,
2010/12/1,20561052.02,20.56105202,
2010/12/2,20561052.02,20.56105202,
2010/12/3,20561052.02,20.56105202,
2010/12/6,20561052.02,20.56105202,
2010/12/7,20561052.02,20.56105202,
2010/12/8,20561052.02,20.56105202,
2010/12/9,20561052.02,20.56105202,
2010/12/10,20561052.02,20.56105202,
2010/12/13,20701279.76,20.70127976,
2010/12/14,22769610.55,22.76961055,
2010/12/28,20823980.09,20.82398009,
2010/12/29,19930043.54,19.93004354,
2010/12/30,19772281.91,19.77228191,
2010/12/31,20420819.23,20.42081923,
2011/1/4,20701274.07,20.70127407,
2011/1/5,21542640.01,21.54264001,
2011/1/6,22296359.81,22.29635981,
2011/1/7,21700390.26,21.70039026,
2011/1/10,21419938.26,21.41993826,
2011/1/11,21192078.22,21.19207822,
2011/1/12,21560176.35,21.56017635,
2011/1/13,21279728.63,21.27972863,
2011/1/14,20490943.26,20.49094326,
2011/1/17,20245540.45,20.24554045,
2011/1/18,20245540.45,20.24554045,
2011/1/19,20245540.45,20.24554045,
2011/1/20,20245540.45,20.24554045,
2011/1/21,20245540.45,20.24554045,
2011/1/24,20245540.45,20.24554045,
2011/1/25,20245540.45,20.24554045,
2011/1/26,20245540.45,20.24554045,
2011/1/27,20245540.45,20.24554045,
2011/1/28,20443495.11,20.44349511,
2011/1/31,21037355.65,21.03735565,
2011/2/1,21055340.89,21.05534089,
2011/2/9,20731407.93,20.73140793,
2011/2/10,21559228.48,21.55922848,
2011/2/11,23016904.87,23.01690487,
2011/2/14,25320378.28,25.32037828,
2011/2/15,27857798.57,27.85779857,
2011/2/16,29657374.16,29.65737416,
2011/2/17,29423437.51,29.42343751,
2011/2/18,29063534.08,29.06353408,
2011/2/21,29243494.56,29.24349456,
2011/2/22,27749831.62,27.74983162,
2011/2/23,27389916.51,27.38991651,
2011/2/24,27407910.51,27.40791051,
2011/2/25,29405446.43,29.40544643,
2011/2/28,28631616.66,28.63161666,
2011/3/1,30251240.53,30.25124053,
2011/3/2,30467203.63,30.46720363,
2011/3/3,29963310.19,29.96331019,
2011/3/4,30215243.76,30.21524376,
2011/3/7,30395204.25,30.39520425,
2011/3/8,29729367.7,29.7293677,
2011/3/9,29873346.02,29.87334602,
2011/3/10,29603412.6,29.6034126,
2011/3/11,30647164.11,30.64716411,
2011/3/14,30593166.77,30.59316677,
2011/3/15,30593166.77,30.59316677,
2011/3/16,30593166.77,30.59316677,
2011/3/17,30593166.77,30.59316677,
2011/3/18,30593166.77,30.59316677,
2011/3/21,30593166.77,30.59316677,
2011/3/22,30593166.77,30.59316677,
2011/3/23,30593166.77,30.59316677,
2011/3/24,30593166.77,30.59316677,
2011/3/25,30593166.77,30.59316677,
2011/3/28,30234464.54,30.23446454,
2011/3/29,29021705.08,29.02170508,
2011/3/30,29209604.2,29.2096042,
2011/3/31,29209604.2,29.2096042,
2011/4/1,29209604.2,29.2096042,
2011/4/6,29471963.23,29.47196323,
2011/4/8,30608864.84,30.60886484,
2011/4/11,29891736.65,29.89173665,
2011/4/12,29227097.53,29.22709753,
2011/4/13,29139650.77,29.13965077,
2011/4/14,28684902.62,28.68490262,
2011/4/15,28789858.04,28.78985804,
2011/4/18,28964754.4,28.9647544,
2011/4/19,27845364.29,27.84536429,
2011/4/20,27670449.95,27.67044995,
2011/4/21,27670449.95,27.67044995,
2011/4/22,27670449.95,27.67044995,
2011/4/25,27670449.95,27.67044995,
2011/4/26,27670449.95,27.67044995,
2011/4/27,27670449.95,27.67044995,
2011/4/28,27670449.95,27.67044995,
2011/4/29,27670449.95,27.67044995,
2011/5/3,27670449.95,27.67044995,
2011/5/4,27670449.95,27.67044995,
2011/5/5,27670449.95,27.67044995,
2011/5/6,27670449.95,27.67044995,
2011/5/9,27670449.95,27.67044995,
2011/5/10,27670449.95,27.67044995,
2011/5/11,27670449.95,27.67044995,
2011/5/12,27670449.95,27.67044995,
2011/5/13,27670449.95,27.67044995,
2011/5/16,27670449.95,27.67044995,
2011/5/17,27670449.95,27.67044995,
2011/5/18,27670449.95,27.67044995,
2011/5/19,27670449.95,27.67044995,
2011/5/20,27670449.95,27.67044995,
2011/5/23,27670449.95,27.67044995,
2011/5/24,27670449.95,27.67044995,
2011/5/25,27670449.95,27.67044995,
2011/5/26,27670449.95,27.67044995,
2011/5/27,27670449.95,27.67044995,
2011/5/30,27670449.95,27.67044995,
2011/5/31,27670449.95,27.67044995,
2011/6/1,27670449.95,27.67044995,
2011/6/2,27670449.95,27.67044995,
2011/6/3,27670449.95,27.67044995,
2011/6/7,27670449.95,27.67044995,
2011/6/8,27856428.43,27.85642843,
2011/6/9,26864542.58,26.86454258,
2011/6/10,26265264.87,26.26526487,
2011/6/13,25645345.02,25.64534502,
2011/6/14,28207725.45,28.20772545,
2011/6/15,28311050.18,28.31105018,
2011/6/16,28641686.62,28.64168662,
2011/6/17,28269726.27,28.26972627,
2011/6/20,28269726.27,28.26972627,
2011/6/21,28269726.27,28.26972627,
2011/6/22,28269726.27,28.26972627,
2011/6/23,30607329.92,30.60732992,
2011/6/24,30508286.25,30.50828625,
2011/6/27,30607345.99,30.60734599,
2011/6/28,32449691.32,32.44969132,
2011/6/29,31003530.31,31.00353031,
2011/6/30,31122394.93,31.12239493,
2011/7/1,31221454.67,31.22145467,
2011/7/4,31954427.97,31.95442797,
2011/7/5,32013861.89,32.01386189,
2011/7/6,32885523.97,32.88552397,
2011/7/7,31875198.82,31.87519882,
2011/7/8,31538409.84,31.53840984,
2011/7/11,31716692.3,31.7166923,
2011/7/12,31677079.33,31.67707933,
2011/7/13,32093087.82,32.09308782,
2011/7/14,33083592.01,33.08359201,
2011/7/15,33459977.88,33.45997788,
2011/7/18,32528901.17,32.52890117,
2011/7/19,32132704,32.132704,
2011/7/20,32766640.06,32.76664006,
2011/7/21,32766646.83,32.76664683,
2011/7/22,32766646.83,32.76664683,
2011/7/25,32766646.83,32.76664683,
2011/7/26,32766646.83,32.76664683,
2011/7/27,32766646.83,32.76664683,
2011/7/28,32766646.83,32.76664683,
2011/7/29,32766646.83,32.76664683,
2011/8/1,32766646.83,32.76664683,
2011/8/2,32766646.83,32.76664683,
2011/8/3,32766646.83,32.76664683,
2011/8/4,32766646.83,32.76664683,
2011/8/5,32766646.83,32.76664683,
2011/8/8,32766646.83,32.76664683,
2011/8/9,32766646.83,32.76664683,
2011/8/10,32766646.83,32.76664683,
2011/8/11,32766646.83,32.76664683,
2011/8/12,32766646.83,32.76664683,
2011/8/15,32766646.83,32.76664683,
2011/8/16,32766646.83,32.76664683,
2011/8/17,32766646.83,32.76664683,
2011/8/18,32766646.83,32.76664683,
2011/8/19,32766646.83,32.76664683,
2011/8/22,32766646.83,32.76664683,
2011/8/23,32766646.83,32.76664683,
2011/8/24,32766646.83,32.76664683,
2011/8/25,33468788.63,33.46878863,
2011/8/26,33445390.24,33.44539024,
2011/8/29,32579425.59,32.57942559,
2011/8/30,32368767.88,32.36876788,
2011/8/31,33304965.7,33.3049657,
2011/9/1,32415591.26,32.41559126,
2011/9/2,32111339.98,32.11133998,
2011/9/5,31596445.02,31.59644502,
2011/9/6,31596445.02,31.59644502,
2011/9/7,31596445.02,31.59644502,
2011/9/8,31596445.02,31.59644502,
2011/9/9,31596445.02,31.59644502,
2011/9/13,31596445.02,31.59644502,
2011/9/14,31596445.02,31.59644502,
2011/9/15,31596445.02,31.59644502,
2011/9/16,31646796.09,31.64679609,
2011/9/19,31772664.92,31.77266492,
2011/9/20,31772664.92,31.77266492,
2011/9/21,33022718.77,33.02271877,
2011/9/22,31980995.88,31.98099588,
2011/9/23,32059126.15,32.05912615,
2011/9/26,31981009.54,31.98100954,
2011/9/27,31981009.54,31.98100954,
2011/9/28,31981009.54,31.98100954,
2011/9/29,31981009.54,31.98100954,
2011/9/30,31981009.54,31.98100954,
2011/10/10,31981009.54,31.98100954,
2011/10/11,31981009.54,31.98100954,
2011/10/12,31981009.54,31.98100954,
2011/10/13,32422919.65,32.42291965,
2011/10/14,31934481.3,31.9344813,
2011/10/17,31957725.88,31.95772588,
2011/10/18,29445800.38,29.44580038,
2011/10/19,30027254.83,30.02725483,
2011/10/20,29445789.05,29.44578905,
2011/10/21,29096902.73,29.09690273,
2011/10/24,29854501.91,29.85450191,
2011/10/25,30872527.6,30.8725276,
2011/10/26,31772171.96,31.77217196,
2011/10/27,31369686.94,31.36968694,
2011/10/28,32008903.89,32.00890389,
2011/10/31,31914187.29,31.91418729,
2011/11/1,31488041.38,31.48804138,
2011/11/2,31748478.4,31.7484784,
2011/11/3,32577103.56,32.57710356,
2011/11/4,32577103.56,32.57710356,
2011/11/7,31559077.87,31.55907787,
2011/11/8,30896188.5,30.8961885,
2011/11/9,31961570.57,31.96157057,
2011/11/10,31014558.31,31.01455831,
2011/11/11,30659446.96,30.65944696,
2011/11/14,31440729.19,31.44072919,
2011/11/15,31772175.8,31.7721758,
2011/11/16,30706801.42,30.70680142,
2011/11/17,30446387.32,30.44638732,
2011/11/18,30446387.32,30.44638732,
2011/11/21,30446387.32,30.44638732,
2011/11/22,30446387.32,30.44638732,
2011/11/23,30446387.32,30.44638732,
2011/11/24,30446387.32,30.44638732,
2011/11/25,30446387.32,30.44638732,
2011/11/28,30446387.32,30.44638732,
2011/11/29,30446387.32,30.44638732,
2011/11/30,30446387.32,30.44638732,
2011/12/1,30446387.32,30.44638732,
2011/12/2,30446387.32,30.44638732,
2011/12/5,30446387.32,30.44638732,
2011/12/6,30446387.32,30.44638732,
2011/12/7,30446387.32,30.44638732,
2011/12/8,30446387.32,30.44638732,
2011/12/9,30446387.32,30.44638732,
2011/12/12,30446387.32,30.44638732,
2011/12/13,30446387.32,30.44638732,
2011/12/14,30446387.32,30.44638732,
2011/12/15,30446387.32,30.44638732,
2011/12/16,30446387.32,30.44638732,
2011/12/19,30446387.32,30.44638732,
2011/12/20,30446387.32,30.44638732,
2011/12/21,30446387.32,30.44638732,
2011/12/22,30446387.32,30.44638732,
2011/12/23,30446387.32,30.44638732,
2011/12/26,30446387.32,30.44638732,
2011/12/27,30446387.32,30.44638732,
2011/12/28,30446387.32,30.44638732,
2011/12/29,30446387.32,30.44638732,
2011/12/30,30753359.21,30.75335921,
2012/1/4,29302222.68,29.30222268,
2012/1/5,27962726.68,27.96272668,
2012/1/6,29078977.88,29.07897788,
2012/1/9,31144044.41,31.14404441,
2012/1/10,32204479.87,32.20447987,
2012/1/11,31590543.07,31.59054307,
2012/1/12,31730073.34,31.73007334,
2012/1/13,29971972.95,29.97197295,
2012/1/16,29385939.49,29.38593949,
2012/1/17,31367280.15,31.36728015,
2012/1/18,32009138.4,32.0091384,
2012/1/19,31981230.54,31.98123054,
2012/1/20,32595160.54,32.59516054,
2012/1/30,31618430.55,31.61843055,
2012/1/31,32148664.14,32.14866414,
2012/2/1,31255655.48,31.25565548,
2012/2/2,32009120.29,32.00912029,
2012/2/3,32483520.02,32.48352002,
2012/2/6,32511421.09,32.51142109,
2012/2/7,31618410.17,31.61841017,
2012/2/8,32678847.9,32.6788479,
2012/2/9,32483492.84,32.48349284,
2012/2/10,32706746.71,32.70674671,
2012/2/13,32455596.3,32.4555963,
2012/2/14,32762557.91,32.76255791,
2012/2/15,33209072.43,33.20907243,
2012/2/16,32985811.77,32.98581177,
2012/2/17,32650946.83,32.65094683,
2012/2/20,33404416.16,33.40441616,
2012/2/21,34018348.43,34.01834843,
2012/2/22,34157892.29,34.15789229,
2012/2/23,33850917.09,33.85091709,
2012/2/27,34213692.16,34.21369216,
2012/2/28,34604372.84,34.60437284,
2012/2/29,33627642.85,33.62764285,
2012/3/1,33655552.98,33.65555298,
2012/3/2,34492757.23,34.49275723,
2012/3/5,35664837.75,35.66483775,
2012/3/6,35441598.87,35.44159887,
2012/3/7,35441598.87,35.44159887,
2012/3/8,35441598.87,35.44159887,
2012/3/9,35441598.87,35.44159887,
2012/3/12,35441598.87,35.44159887,
2012/3/13,35441598.87,35.44159887,
2012/3/14,35441598.87,35.44159887,
2012/3/15,35441598.87,35.44159887,
2012/3/16,35441598.87,35.44159887,
2012/3/19,35441598.87,35.44159887,
2012/3/20,35441598.87,35.44159887,
2012/3/21,35441598.87,35.44159887,
2012/3/22,35441598.87,35.44159887,
2012/3/23,35441598.87,35.44159887,
2012/3/26,35441598.87,35.44159887,
2012/3/27,35441598.87,35.44159887,
2012/3/28,35441598.87,35.44159887,
2012/3/29,35441598.87,35.44159887,
2012/3/30,35441598.87,35.44159887,
2012/4/5,35441598.87,35.44159887,
2012/4/9,35441598.87,35.44159887,
2012/4/10,35441598.87,35.44159887,
2012/4/11,35441598.87,35.44159887,
2012/4/12,35441598.87,35.44159887,
2012/4/13,35534376.85,35.53437685,
2012/4/16,34946784.07,34.94678407,
2012/4/17,34204551.7,34.2045517,
2012/4/18,34915863.68,34.91586368,
2012/4/20,35441628.23,35.44162823,
2012/4/23,36678679.67,36.67867967,
2012/4/24,37544621.19,37.54462119,
2012/4/25,38967222.56,38.96722256,
2012/4/26,38967222.56,38.96722256,
2012/4/27,37912613.71,37.91261371,
2012/5/2,37751789.54,37.75178954,
2012/5/3,38234259.53,38.23425953,
2012/5/4,38395068.64,38.39506864,
2012/5/7,37791999.35,37.79199935,
2012/5/8,38274454.28,38.27445428,
2012/5/9,37028123.47,37.02812347,
2012/5/10,37028123.47,37.02812347,
2012/5/11,37028123.47,37.02812347,
2012/5/14,37028123.47,37.02812347,
2012/5/15,37028123.47,37.02812347,
